StudentID,GRADE,ClassWeekDay,ClassMeetTime,ClassDate,ClassTitle
279,B,M,19:00:00,3/1/2006,ForeignLanguage
279,B,MW,12:30:00,3/1/2006,Music
280,C,TU,19:00:00,9/1/2004,SocialStudy
280,B,W,19:00:00,9/1/2004,Physics
280,C,W,19:00:00,3/1/2005,English
280,A,TH,19:00:00,9/1/2005,Math
280,B,M,19:00:00,9/1/2005,Art
280,B,TU,19:00:00,3/1/2006,PE
280,C,TTH,17:00:00,3/1/2006,ForeignLanguage
280,D,MW,8:00:00,9/1/2006,Statistics
280,B,TTH,17:00:00,9/1/2006,Drawing
280,C,TU,16:00:00,9/1/2007,Music
281,C,TU,17:00:00,3/1/2004,English
281,B,TTH,14:00:00,9/1/2004,SocialStudy
281,B,TH,19:00:00,9/1/2004,Drawing
281,B,W,19:00:00,3/1/2005,Statistics
281,C,MW,17:00:00,3/1/2005,PE
281,D,MW,11:00:00,3/1/2005,ForeignLanguage
281,D,TTH,11:00:00,3/1/2005,Art
281,B,TU,19:00:00,9/1/2005,ForeignLanguage
281,F,MW,14:00:00,9/1/2005,Physics
281,D,MW,14:00:00,3/1/2006,Physics
282,A,TTH,9:30:00,3/1/2005,Art
282,A,MW,9:30:00,3/1/2005,Drawing
282,A,MW,14:00:00,3/1/2005,Physics
282,A,TTH,11:00:00,3/1/2005,SocialStudy
282,B,MW,11:00:00,9/1/2005,PE
282,A,MW,14:00:00,9/1/2005,ForeignLanguage
282,B,TU,15:30:00,9/1/2005,English
282,B,MW,9:30:00,9/1/2005,Statistics
282,C,MW,15:30:00,3/1/2006,Math
282,C,TTH,11:00:00,9/1/2006,Music
283,C,MW,17:00:00,3/1/2006,PE
283,C,MW,14:00:00,3/1/2006,SocialStudy
283,B,W,19:00:00,3/1/2006,English
283,B,W,19:00:00,9/1/2006,Drawing
283,C,TU,19:00:00,9/1/2006,Art
283,C,TTH,14:00:00,9/1/2006,Statistics
283,C,MW,15:30:00,3/1/2007,Math
283,B,TU,19:00:00,3/1/2007,Physics
283,C,M,19:00:00,9/1/2007,ForeignLanguage
283,B,TTH,11:00:00,3/1/2008,Music
284,C,MW,12:30:00,3/1/2006,English
284,B,TTH,9:30:00,3/1/2006,Art
284,B,TTH,12:30:00,9/1/2006,PE
284,B,TTH,8:00:00,9/1/2006,SocialStudy
284,B,TTH,14:00:00,3/1/2007,Math
284,A,MW,14:00:00,3/1/2007,Physics
284,B,MW,8:00:00,3/1/2007,Statistics
284,B,MW,11:00:00,3/1/2007,ForeignLanguage
284,C,TTH,12:30:00,3/1/2007,Drawing
284,B,MW,9:30:00,3/1/2008,Music
285,C,TU,19:00:00,3/1/2006,SocialStudy
285,C,W,19:00:00,3/1/2006,English
285,C,TTH,8:00:00,3/1/2006,Statistics
285,C,M,19:00:00,3/1/2006,Art
285,C,TTH,11:00:00,9/1/2006,ForeignLanguage
285,B,M,19:00:00,9/1/2006,PE
285,D,W,19:00:00,9/1/2006,Physics
285,C,TTH,9:30:00,3/1/2007,Physics
285,C,TTH,9:30:00,9/1/2007,Drawing
285,C,W,16:00:00,3/1/2008,Music
286,C,MW,17:00:00,3/1/2010,Math
286,C,F,10:00:00,3/1/2010,English
286,D,W,19:00:00,3/1/2010,Physics
286,C,MW,11:00:00,9/1/2010,Statistics
286,C,MW,12:30:00,9/1/2010,Art
286,D,MW,17:00:00,9/1/2010,Physics
286,C,MW,15:30:00,9/1/2010,PE
286,D,MW,12:30:00,3/1/2011,SocialStudy
286,D,MW,11:00:00,3/1/2011,Drawing
286,D,MW,15:30:00,3/1/2011,ForeignLanguage
287,C,W,19:00:00,3/1/2006,Statistics
287,C,M,19:00:00,3/1/2006,ForeignLanguage
287,C,F,12:00:00,3/1/2006,PE
287,C,TTH,15:30:00,9/1/2006,English
287,C,TTH,12:30:00,9/1/2006,Drawing
287,B,TTH,11:00:00,9/1/2006,SocialStudy
287,C,TTH,9:30:00,9/1/2006,Physics
287,C,M,19:00:00,3/1/2007,Art
287,C,MW,15:30:00,3/1/2007,Math
287,B,TH,16:00:00,3/1/2008,Music
288,B,TU,17:00:00,3/1/2004,English
288,C,F,12:00:00,3/1/2004,PE
288,C,M,19:00:00,3/1/2004,Art
288,C,M,19:00:00,9/1/2004,ForeignLanguage
288,C,MW,12:30:00,9/1/2004,SocialStudy
288,C,MW,14:00:00,9/1/2004,Physics
288,C,MW,15:30:00,9/1/2004,Math
288,C,MW,11:00:00,9/1/2004,Statistics
288,C,TH,19:00:00,3/1/2005,Drawing
288,D,TTH,14:00:00,9/1/2005,Music
289,C,MW,12:30:00,3/1/2004,ForeignLanguage
289,B,TTH,12:30:00,9/1/2004,PE
289,D,TTH,14:00:00,9/1/2004,Physics
289,B,TTH,11:00:00,9/1/2004,Statistics
289,C,TTH,11:00:00,3/1/2005,Math
289,A,TH,19:00:00,3/1/2005,Physics
289,C,TTH,12:30:00,3/1/2005,Art
289,C,MW,12:30:00,9/1/2005,Drawing
289,C,MW,14:00:00,9/1/2005,Music
289,C,W,19:00:00,3/1/2006,English
290,B,TTH,8:00:00,3/1/2004,Math
290,B,TTH,11:00:00,3/1/2004,Statistics
290,B,TTH,14:00:00,9/1/2004,Physics
290,A,TTH,9:30:00,9/1/2004,SocialStudy
290,B,TTH,12:30:00,9/1/2004,English
290,B,TTH,11:00:00,9/1/2004,Art
290,B,TTH,12:30:00,3/1/2005,PE
290,A,TTH,8:00:00,3/1/2005,Drawing
290,A,TTH,9:30:00,3/1/2005,ForeignLanguage
290,B,MW,14:00:00,9/1/2005,Music
291,C,M,19:00:00,3/1/2005,Art
291,B,TTH,8:00:00,3/1/2005,Drawing
291,C,TTH,11:00:00,3/1/2005,SocialStudy
291,C,MW,17:00:00,3/1/2005,Math
291,C,TTH,12:30:00,9/1/2005,ForeignLanguage
291,C,MW,17:00:00,9/1/2005,English
291,C,TTH,9:30:00,3/1/2006,Physics
291,C,MW,14:00:00,3/1/2006,PE
291,B,MW,8:00:00,3/1/2006,Statistics
291,B,TTH,11:00:00,3/1/2007,Music
292,D,TU,19:00:00,9/1/2004,Statistics
292,D,W,19:00:00,9/1/2004,Physics
292,C,M,19:00:00,3/1/2005,PE
292,C,M,19:00:00,9/1/2005,ForeignLanguage
292,B,TH,19:00:00,9/1/2005,Math
292,C,M,19:00:00,3/1/2006,Art
292,C,TH,19:00:00,9/1/2006,SocialStudy
292,C,W,19:00:00,9/1/2006,Drawing
292,C,TTH,11:00:00,9/1/2006,Music
292,B,TU,15:30:00,3/1/2007,English
293,B, ,11:00:00,9/1/2005,SocialStudy
293,D,TU,15:30:00,9/1/2005,English
293,C,TTH,9:30:00,3/1/2006,Statistics
293,C,TTH,11:00:00,3/1/2006,Art
293,C,MW,14:00:00,3/1/2006,PE
293,C,F,10:00:00,9/1/2006,English
293,C,TTH,11:00:00,9/1/2006,ForeignLanguage
293,C,TTH,9:30:00,9/1/2006,Physics
293,B,MW,8:00:00,3/1/2007,Drawing
293,C,MW,12:30:00,3/1/2008,Music
294,B,TTH,9:30:00,3/1/2005,Statistics
294,B,TTH,11:00:00,3/1/2005,SocialStudy
294,A,MW,11:00:00,9/1/2005,PE
294,B,MW,12:30:00,3/1/2006,Drawing
294,B,MW,15:30:00,3/1/2006,English
294,A,MW,11:00:00,3/1/2006,ForeignLanguage
294,A,MW,12:30:00,9/1/2006,Art
294,B,TTH,9:30:00,3/1/2007,Physics
294,A,MW,14:00:00,9/1/2007,Music
294,B,MW,12:30:00,9/1/2007,Math
295,A, ,11:00:00,9/1/2005,SocialStudy
295,B,MW,9:30:00,9/1/2005,Statistics
295,B,MW,12:30:00,9/1/2005,Art
295,A,W,19:00:00,3/1/2006,English
295,B,MW,12:30:00,3/1/2006,Math
295,A,MW,17:00:00,3/1/2006,PE
295,A,MW,14:00:00,9/1/2006,ForeignLanguage
295,B,W,19:00:00,9/1/2006,Physics
295,B,MW,12:30:00,9/1/2007,Drawing
295,A,TU,16:00:00,3/1/2008,Music
296,A,MW,12:30:00,9/1/2005,SocialStudy
296,B,TU,15:30:00,9/1/2006,English
296,B,TTH,11:00:00,9/1/2006,Art
296,B,TTH,8:00:00,3/1/2007,Statistics
296,B,MW,17:00:00,3/1/2007,PE
296,A,MW,14:00:00,3/1/2007,Physics
296,B,MW,14:00:00,9/1/2007,Drawing
296,A,TTH,12:30:00,9/1/2007,ForeignLanguage
296,A,MW,14:00:00,9/1/2008,Math
296,A,TTH,12:30:00,9/1/2008,Music
297,B,MW,9:30:00,3/1/2006,SocialStudy
297,B,TTH,12:30:00,9/1/2006,ForeignLanguage
297,B,MW,12:30:00,9/1/2006,Art
297,C,TU,15:30:00,9/1/2006,English
297,B,MW,17:00:00,3/1/2007,PE
297,C,TTH,12:30:00,3/1/2007,Statistics
297,B,TH,19:00:00,9/1/2007,Physics
297,C,MW,12:30:00,9/1/2007,Drawing
297,B,TH,16:00:00,9/1/2007,Math
297,B,MW,12:30:00,9/1/2008,Music
298,B,MW,12:30:00,3/1/2006,English
298,C,TTH,12:30:00,9/1/2006,SocialStudy
298,B,TTH,14:00:00,9/1/2006,Statistics
298,B,MW,11:00:00,9/1/2006,PE
298,C,TTH,11:00:00,9/1/2006,Art
298,C,MW,11:00:00,3/1/2007,Drawing
298,B,MW,14:00:00,3/1/2007,Physics
298,B,MW,12:30:00,3/1/2007,ForeignLanguage
298,B,MW,14:00:00,9/1/2007,Music
298,B,MW,9:30:00,9/1/2007,Math
299,C,MW,11:00:00,9/1/2004,PE
299,B,MW,9:30:00,9/1/2004,Statistics
299,B, ,8:00:00,3/1/2005,SocialStudy
299,C,MW,9:30:00,3/1/2005,Physics
299,B,MW,11:00:00,9/1/2005,Drawing
299,C,MW,9:30:00,9/1/2005,Art
299,C,MW,15:30:00,3/1/2006,Math
299,B,MW,11:00:00,3/1/2006,ForeignLanguage
299,B,MW,12:30:00,3/1/2006,English
299,B,TTH,12:30:00,9/1/2006,Music
300,B,M,19:00:00,9/1/2004,Art
300,B,TTH,9:30:00,9/1/2004,Statistics
300,B,MW,9:30:00,3/1/2005,Physics
300,B, ,8:00:00,3/1/2005,SocialStudy
300,B,M,19:00:00,9/1/2005,PE
300,C,MW,17:00:00,9/1/2005,English
300,C,TU,19:00:00,9/1/2005,ForeignLanguage
300,B,MW,9:30:00,9/1/2006,Drawing
300,A,TH,16:00:00,3/1/2007,Math
300,B,W,16:00:00,9/1/2007,Music
301,C,MW,11:00:00,9/1/2004,PE
301,C,TTH,11:00:00,9/1/2004,Math
301,D,MW,15:30:00,9/1/2004,ForeignLanguage
301,C,TTH,12:30:00,9/1/2004,English
301,C,MW,12:30:00,3/1/2005,Statistics
301,C,TTH,11:00:00,3/1/2005,Art
301,A,MW,14:00:00,3/1/2005,Physics
301,C,MW,11:00:00,3/1/2005,Drawing
301,C,TTH,9:30:00,9/1/2005,SocialStudy
301,C,TU,19:00:00,3/1/2006,Music
302,B,F,10:00:00,9/1/2005,English
302,A,TTH,14:00:00,9/1/2005,SocialStudy
302,A,MW,14:00:00,3/1/2006,Physics
302,B,TTH,9:30:00,3/1/2006,Math
302,B,M,19:00:00,3/1/2006,Art
302,C,TU,19:00:00,3/1/2006,PE
302,B,TTH,14:00:00,9/1/2006,Drawing
302,B,TTH,9:30:00,9/1/2006,ForeignLanguage
302,B,TTH,11:00:00,9/1/2006,Statistics
302,B,TTH,12:30:00,9/1/2007,Music
303,B,F,12:00:00,3/1/2004,PE
303,B,TTH,9:30:00,3/1/2004,Physics
303,B,TTH,9:30:00,9/1/2004,Statistics
303,A,TTH,11:00:00,9/1/2004,Art
303,C,TTH,12:30:00,9/1/2004,SocialStudy
303,A,F,10:00:00,9/1/2004,English
303,A,MW,14:00:00,3/1/2005,ForeignLanguage
303,B,MW,11:00:00,3/1/2005,Drawing
303,B,MW,17:00:00,3/1/2005,Math
303,A,W,16:00:00,3/1/2006,Music
304,A,M,19:00:00,9/1/2006,ForeignLanguage
304,A,TTH,12:30:00,9/1/2006,Math
304,B,TH,16:00:00,3/1/2007,Statistics
304,A,MW,14:00:00,3/1/2007,Physics
304,A,MW,11:00:00,3/1/2007,SocialStudy
304,B,TTH,11:00:00,3/1/2007,Art
304,B,M,19:00:00,9/1/2007,PE
304,A,M,19:00:00,3/1/2008,Music
304,B,MW,15:30:00,3/1/2008,English
304,B,MW,12:30:00,3/1/2008,Drawing
305,B,TTH,12:30:00,9/1/2004,ForeignLanguage
305,B,TTH,11:00:00,9/1/2004,Statistics
305,B,TU,19:00:00,9/1/2004,PE
305,C,TU,15:30:00,3/1/2005,English
305,B,TTH,9:30:00,3/1/2005,Art
305,A,TTH,11:00:00,3/1/2005,SocialStudy
305,B,MW,17:00:00,3/1/2005,Math
305,C,MW,12:30:00,9/1/2005,Drawing
305,A,MW,14:00:00,9/1/2006,Physics
305,B,TU,19:00:00,3/1/2007,Music
306,C,MW,15:30:00,9/1/2004,ForeignLanguage
306,B,MW,14:00:00,9/1/2004,Physics
306,B,TTH,17:00:00,9/1/2004,Drawing
306,B,MW,11:00:00,9/1/2004,PE
306,C,TTH,12:30:00,3/1/2005,SocialStudy
306,B,TTH,11:00:00,3/1/2005,Statistics
306,B,M,19:00:00,9/1/2005,Art
306,B,MW,15:30:00,9/1/2005,Math
306,B,TH,16:00:00,3/1/2006,Music
306,A,TU,15:30:00,3/1/2006,English
307,B,MW,17:00:00,3/1/2004,PE
307,B,MW,15:30:00,3/1/2004,SocialStudy
307,B,M,19:00:00,3/1/2004,Statistics
307,B,MW,15:30:00,9/1/2004,Math
307,C,TTH,8:00:00,9/1/2004,English
307,C,MW,8:00:00,9/1/2004,Drawing
307,B,MW,14:00:00,9/1/2004,Physics
307,B,TTH,17:00:00,3/1/2005,ForeignLanguage
307,B,TTH,11:00:00,3/1/2005,Art
307,C,W,19:00:00,3/1/2006,Music
308,A,TTH,9:30:00,3/1/2005,Physics
308,A,MW,8:00:00,3/1/2005,Drawing
308,A,TTH,11:00:00,3/1/2005,Art
308,A,MW,11:00:00,9/1/2005,PE
308,B,TTH,12:30:00,9/1/2005,SocialStudy
308,A,F,10:00:00,9/1/2005,English
308,A,TTH,11:00:00,9/1/2005,Math
308,A,M,19:00:00,3/1/2006,Statistics
308,A,TTH,12:30:00,9/1/2006,Music
308,A,TTH,17:00:00,9/1/2006,ForeignLanguage
309,B,MW,15:30:00,3/1/2004,SocialStudy
309,B,MW,17:00:00,3/1/2004,English
309,A,TH,19:00:00,3/1/2004,Physics
309,C,MW,11:00:00,3/1/2004,Drawing
309,A,TTH,11:00:00,9/1/2004,Art
309,B,TTH,12:30:00,9/1/2004,Statistics
309,C,MW,17:00:00,3/1/2005,PE
309,B,TTH,9:30:00,3/1/2005,ForeignLanguage
309,C,TTH,12:30:00,3/1/2005,Math
309,B,TTH,14:00:00,9/1/2005,Music
310,B,TU,17:00:00,3/1/2004,English
310,C,MW,14:00:00,9/1/2004,PE
310,B,TTH,11:00:00,9/1/2004,Statistics
310,B,TTH,9:30:00,9/1/2004,SocialStudy
310,B,TTH,14:00:00,3/1/2005,Drawing
310,A,TTH,11:00:00,3/1/2005,Art
310,B,TTH,11:00:00,9/1/2005,ForeignLanguage
310,B,TTH,11:00:00,3/1/2006,Math
310,B,MW,9:30:00,9/1/2006,Physics
310,B,TU,16:00:00,9/1/2007,Music
311,B,TU,17:00:00,3/1/2004,English
311,A,W,16:00:00,3/1/2004,Math
311,C,TH,19:00:00,3/1/2004,Physics
311,B,MW,11:00:00,9/1/2004,PE
311,B,TTH,15:30:00,9/1/2004,SocialStudy
311,B,MW,15:30:00,9/1/2004,ForeignLanguage
311,B,TTH,17:00:00,9/1/2004,Drawing
311,B,TU,16:00:00,3/1/2005,Statistics
311,A,TTH,9:30:00,3/1/2005,Art
311,B,TTH,9:30:00,9/1/2005,Music
312,B,M,19:00:00,9/1/2004,PE
312,B,TTH,12:30:00,9/1/2004,English
312,B,W,19:00:00,9/1/2004,Math
312,A,TTH,14:00:00,9/1/2004,SocialStudy
312,B,TTH,11:00:00,3/1/2005,Art
312,A,M,19:00:00,3/1/2005,Statistics
312,A,TTH,9:30:00,3/1/2005,Physics
312,B,MW,11:00:00,3/1/2005,Drawing
312,C,TTH,12:30:00,9/1/2005,ForeignLanguage
312,B,TTH,14:00:00,3/1/2006,Music
313,A,M,19:00:00,9/1/2004,Art
313,B,MW,15:30:00,9/1/2004,Math
313,B,TTH,12:30:00,9/1/2004,ForeignLanguage
313,A,TTH,9:30:00,9/1/2004,SocialStudy
313,B,MW,9:30:00,3/1/2005,Physics
313,A,TTH,9:30:00,3/1/2005,Statistics
313,B,MW,11:00:00,3/1/2005,Drawing
313,A,MW,17:00:00,3/1/2005,English
313,B,MW,11:00:00,9/1/2005,PE
313,A,W,16:00:00,3/1/2006,Music
314,F,TU,15:30:00,9/1/2005,English
314,C,TTH,12:30:00,9/1/2005,ForeignLanguage
314,B,MW,14:00:00,3/1/2006,Statistics
314,B,TTH,12:30:00,3/1/2006,PE
314,C,TTH,11:00:00,3/1/2006,Art
314,B,TTH,9:30:00,9/1/2006,Physics
314,C,TU,15:30:00,9/1/2006,English
314,C,MW,15:30:00,9/1/2006,Math
314,B,MW,12:30:00,3/1/2007,Drawing
314,C,MW,9:30:00,9/1/2007,Music
315,C,TU,15:30:00,9/1/2004,English
315,B,TTH,12:30:00,9/1/2004,Statistics
315,C,TH,19:00:00,9/1/2004,Drawing
315,B,TTH,11:00:00,9/1/2004,Math
315,D,TTH,14:00:00,9/1/2004,Physics
315,A,F,12:00:00,3/1/2005,PE
315,A,TTH,17:00:00,3/1/2005,ForeignLanguage
315,A,MW,14:00:00,3/1/2005,SocialStudy
315,A,TU,19:00:00,3/1/2005,Art
315,B,TTH,14:00:00,3/1/2006,Physics
316,A,MW,9:30:00,9/1/2004,Statistics
316,B,MW,11:00:00,9/1/2004,Drawing
316,A,F,10:00:00,9/1/2004,English
316,A,MW,9:30:00,3/1/2005,Physics
316,A,TTH,11:00:00,3/1/2005,SocialStudy
316,A,TTH,9:30:00,3/1/2005,Art
316,A,F,12:00:00,3/1/2005,PE
316,A,TTH,12:30:00,9/1/2005,ForeignLanguage
316,A,TTH,11:00:00,9/1/2005,Math
316,A,MW,12:30:00,3/1/2007,Music
317,C,MW,17:00:00,9/1/2004,Math
317,C,MW,14:00:00,9/1/2004,PE
317,B,TTH,9:30:00,3/1/2005,Art
317,C,TTH,17:00:00,3/1/2005,ForeignLanguage
317,B,TTH,8:00:00,3/1/2005,SocialStudy
317,C,MW,8:00:00,9/1/2005,Statistics
317,C,MW,14:00:00,3/1/2006,Physics
317,C,TU,15:30:00,3/1/2006,English
317,C,MW,14:00:00,9/1/2006,Music
317,C,TTH,11:00:00,3/1/2007,Drawing
318,B,TTH,11:00:00,3/1/2005,SocialStudy
318,B,TTH,12:30:00,3/1/2005,Statistics
318,B,TTH,9:30:00,3/1/2005,Physics
318,B,MW,11:00:00,9/1/2005,PE
318,B,MW,15:30:00,9/1/2005,ForeignLanguage
318,B,MW,12:30:00,3/1/2006,English
318,B,MW,8:00:00,3/1/2006,Drawing
318,A,TTH,9:30:00,9/1/2006,Math
318,B,TTH,11:00:00,9/1/2006,Art
318,A,TTH,9:30:00,3/1/2007,Music
319,B,TTH,14:00:00,9/1/2004,Statistics
319,B,TU,15:30:00,9/1/2004,English
319,A,TTH,9:30:00,3/1/2005,Art
319,A,TTH,12:30:00,3/1/2005,SocialStudy
319,B,M,19:00:00,3/1/2005,PE
319,A,TTH,17:00:00,3/1/2005,ForeignLanguage
319,C,TTH,12:30:00,3/1/2006,Drawing
319,A,TTH,12:30:00,9/1/2006,Math
319,B,W,19:00:00,9/1/2006,Physics
319,B,TU,19:00:00,3/1/2007,Music
320,B,MW,17:00:00,3/1/2005,PE
320,B,M,19:00:00,3/1/2005,Art
320,B,W,19:00:00,9/1/2005,Physics
320,B,TTH,9:30:00,9/1/2005,SocialStudy
320,B,TU,15:30:00,9/1/2005,English
320,A,MW,9:30:00,3/1/2006,Statistics
320,B,MW,8:00:00,3/1/2006,Drawing
320,A,MW,11:00:00,3/1/2006,ForeignLanguage
320,B,MW,15:30:00,3/1/2006,Math
320,B,MW,12:30:00,9/1/2006,Music
321,C,M,19:00:00,9/1/2004,ForeignLanguage
321,C,TU,19:00:00,9/1/2004,PE
321,B,MW,15:30:00,9/1/2004,Math
321,B,TTH,14:00:00,9/1/2004,Statistics
321,C,TU,15:30:00,3/1/2005,English
321,C,M,19:00:00,3/1/2005,Art
321,B,MW,14:00:00,3/1/2005,SocialStudy
321,D,MW,11:00:00,3/1/2005,Drawing
321,D,TTH,14:00:00,3/1/2006,Physics
321,C,TTH,14:00:00,9/1/2006,Music
322,D,TTH,11:00:00,3/1/2005,Art
322,B,MW,9:30:00,3/1/2005,Physics
322,C,TTH,8:00:00,3/1/2005,SocialStudy
322,B,MW,14:00:00,3/1/2005,PE
322,C,MW,17:00:00,9/1/2005,English
322,C,MW,15:30:00,9/1/2005,ForeignLanguage
322,B,TU,19:00:00,3/1/2006,Drawing
322,B,TTH,12:30:00,3/1/2006,Statistics
322,B,M,19:00:00,3/1/2007,Music
322,B,TU,19:00:00,3/1/2007,Math
323,B,TTH,14:00:00,9/1/2004,Statistics
323,B,MW,14:00:00,9/1/2004,PE
323,C,MW,15:30:00,9/1/2004,ForeignLanguage
323,B,MW,17:00:00,3/1/2005,Math
323,C,TU,15:30:00,3/1/2005,English
323,B,TTH,11:00:00,3/1/2005,Art
323,C,W,19:00:00,9/1/2005,Physics
323,B, ,11:00:00,9/1/2005,SocialStudy
323,A,MW,12:30:00,3/1/2006,Drawing
323,C,TH,16:00:00,9/1/2006,Music
324,C,MW,17:00:00,3/1/2005,English
324,A,MW,14:00:00,3/1/2005,Physics
324,A,MW,15:30:00,3/1/2005,SocialStudy
324,B,MW,14:00:00,9/1/2005,PE
324,B,MW,8:00:00,9/1/2005,Statistics
324,B,MW,15:30:00,9/1/2005,Math
324,B,MW,9:30:00,3/1/2006,Music
324,C,MW,11:00:00,3/1/2006,ForeignLanguage
324,D,TH,19:00:00,9/1/2006,Drawing
324,B,MW,8:00:00,3/1/2007,Drawing
325,C,M,19:00:00,9/1/2004,ForeignLanguage
325,C,TTH,11:00:00,9/1/2004,Math
325,B,MW,9:30:00,9/1/2004,Art
325,A,TTH,9:30:00,9/1/2004,SocialStudy
325,B,TTH,9:30:00,3/1/2005,Statistics
325,A, ,12:30:00,3/1/2005,PE
325,C,MW,11:00:00,3/1/2005,Drawing
325,C,MW,17:00:00,9/1/2005,English
325,C,W,19:00:00,9/1/2005,Physics
325,C,MW,12:30:00,3/1/2007,Music
326,D,MW,12:30:00,3/1/2006,English
326,C,W,19:00:00,3/1/2006,Statistics
326,B,MW,14:00:00,3/1/2006,PE
326,C,M,19:00:00,3/1/2006,ForeignLanguage
326,B,MW,14:00:00,9/1/2006,Physics
326,C,M,19:00:00,9/1/2006,Art
326,D,MW,11:00:00,9/1/2006,Drawing
326,B,TU,16:00:00,3/1/2007,Math
326,A,MW,12:30:00,3/1/2007,SocialStudy
326,C,M,16:00:00,9/1/2007,Music
327,B,TTH,11:00:00,3/1/2004,Statistics
327,C,M,19:00:00,9/1/2004,Art
327,C,TU,15:30:00,9/1/2004,English
327,D,TTH,14:00:00,9/1/2004,Physics
327,D,TTH,11:00:00,9/1/2004,SocialStudy
327,C,TTH,12:30:00,3/1/2005,PE
327,C,M,19:00:00,3/1/2005,ForeignLanguage
327,C,TU,19:00:00,9/1/2005,Drawing
327,C,TTH,11:00:00,3/1/2006,SocialStudy
327,C,W,19:00:00,3/1/2007,Music
328,B,TU,15:30:00,9/1/2004,Statistics
328,A,MW,11:00:00,9/1/2004,Drawing
328,A,TU,19:00:00,3/1/2005,PE
328,A,TTH,8:00:00,3/1/2005,SocialStudy
328,A,MW,9:30:00,3/1/2005,Physics
328,B,M,19:00:00,3/1/2005,Art
328,B,MW,17:00:00,9/1/2005,English
328,A,MW,14:00:00,3/1/2006,ForeignLanguage
328,B,MW,11:00:00,3/1/2006,Music
328,A,TTH,12:30:00,9/1/2006,Math
329,B,MW,11:00:00,9/1/2005,PE
329,C,MW,17:00:00,9/1/2005,English
329,C,MW,9:30:00,9/1/2005,Statistics
329,C,MW,12:30:00,9/1/2005,Art
329,B,MW,15:30:00,3/1/2006,Math
329,A,MW,14:00:00,3/1/2006,ForeignLanguage
329,B,MW,12:30:00,3/1/2006,SocialStudy
329,B,M,19:00:00,3/1/2006,Physics
329,C,TH,19:00:00,9/1/2006,Drawing
329,B,TU,16:00:00,3/1/2007,Music
330,B,TTH,11:00:00,9/1/2005,SocialStudy
330,A,TH,19:00:00,9/1/2005,Math
330,C,TTH,12:30:00,9/1/2005,English
330,C,TTH,11:00:00,3/1/2006,Art
330,B,TTH,14:00:00,3/1/2006,Physics
330,B,TU,19:00:00,3/1/2006,Drawing
330,B,TTH,12:30:00,3/1/2006,PE
330,B,TTH,17:00:00,3/1/2006,ForeignLanguage
330,C,MW,15:30:00,9/1/2006,Statistics
330,C,MW,14:00:00,3/1/2007,Music
331,A,TTH,14:00:00,9/1/2005,SocialStudy
331,B,MW,12:30:00,9/1/2005,Physics
331,A,TTH,11:00:00,9/1/2005,Art
331,A,MW,11:00:00,9/1/2005,PE
331,B,TTH,12:30:00,9/1/2005,English
331,B,TTH,11:00:00,3/1/2006,Math
331,B,MW,11:00:00,3/1/2006,ForeignLanguage
331,B,TTH,14:00:00,3/1/2006,Statistics
331,B,MW,12:30:00,3/1/2006,Drawing
331,B,MW,12:30:00,3/1/2007,Music
332,B,M,19:00:00,9/1/2004,PE
332,B,MW,15:30:00,9/1/2004,Statistics
332,A,W,19:00:00,9/1/2004,Physics
332,B,MW,11:00:00,9/1/2004,Drawing
332,A,MW,12:30:00,9/1/2004,SocialStudy
332,A,MW,11:00:00,3/1/2005,ForeignLanguage
332,B,MW,9:30:00,3/1/2005,Math
332,A,MW,9:30:00,9/1/2005,Art
332,B,TTH,9:30:00,3/1/2007,Music
332,B,F,10:00:00,3/1/2007,English
333,D,TTH,9:30:00,3/1/2005,ForeignLanguage
333,B,TTH,11:00:00,3/1/2005,Statistics
333,B,MW,8:00:00,3/1/2005,Drawing
333,C,TTH,12:30:00,9/1/2005,PE
333,C,TTH,11:00:00,9/1/2005,Art
333,B,TTH,8:00:00,9/1/2005,Physics
333,C,TTH,12:30:00,3/1/2006,English
333,C,TTH,9:30:00,3/1/2006,Music
333,C,TTH,8:00:00,9/1/2006,SocialStudy
333,C,TTH,12:30:00,9/1/2006,Math
334,C,MW,11:00:00,3/1/2004,Drawing
334,B,MW,17:00:00,3/1/2004,English
334,B,TTH,12:30:00,9/1/2004,ForeignLanguage
334,B,TTH,11:00:00,9/1/2004,Statistics
334,C,TU,19:00:00,9/1/2004,Art
334,C,TTH,14:00:00,3/1/2005,Physics
334,D,TTH,12:30:00,3/1/2005,PE
334,C,MW,9:30:00,3/1/2005,Math
334,B,TTH,11:00:00,9/1/2005,SocialStudy
334,C,TTH,9:30:00,3/1/2006,Music
335,C,MW,17:00:00,3/1/2005,English
335,C,MW,11:00:00,3/1/2005,SocialStudy
335,B,MW,14:00:00,3/1/2005,Statistics
335,B,TTH,9:30:00,3/1/2006,Math
335,B,MW,11:00:00,3/1/2006,ForeignLanguage
335,B,TTH,14:00:00,3/1/2006,Physics
335,B,MW,11:00:00,9/1/2006,PE
335,B,MW,12:30:00,9/1/2006,Art
335,C,TTH,9:30:00,3/1/2007,Music
335,D,TTH,17:00:00,3/1/2007,Drawing
336,C,M,19:00:00,3/1/2004,PE
336,B,TTH,9:30:00,3/1/2004,Statistics
336,C,MW,11:00:00,9/1/2004,Drawing
336,C,TU,19:00:00,9/1/2004,Math
336,B,M,19:00:00,9/1/2004,Art
